dt,high
2011-10-18,45.905
2011-10-19,47.42
2011-10-20,46.99
2011-10-21,48.5
2011-10-24,49.24
2011-10-25,49.3
2011-10-26,49.48
2011-10-27,50.0
2011-10-28,49.35
2011-10-31,48.95
2011-11-01,47.1
2011-11-02,47.0
2011-11-03,46.88
2011-11-04,46.1
2011-11-07,45.74
2011-11-08,46.27
2011-11-09,46.1
2011-11-10,46.3
2011-11-11,47.51
2011-11-14,47.31
2011-11-15,46.97
2011-11-16,46.29
2011-11-17,45.27
2011-11-18,44.74
2011-11-21,44.75
2011-11-22,44.99
2011-11-23,44.1
2011-11-25,44.23
2011-11-28,45.49
2011-11-29,46.19
2011-11-30,48.88
2011-12-01,49.06
2011-12-02,49.0
2011-12-05,49.5
2011-12-06,48.675
2011-12-07,49.7
2011-12-08,49.547
2011-12-09,49.08
2011-12-12,49.0
2011-12-13,49.3
2011-12-14,48.3
2011-12-15,48.8
2011-12-16,49.5
2011-12-19,49.56
2011-12-20,49.94
2011-12-21,50.0
2011-12-22,50.93
2011-12-23,51.5
2011-12-27,51.71
2011-12-28,51.5
2011-12-29,51.57
2011-12-30,51.18
2012-01-03,51.7
2012-01-04,52.25
2012-01-05,52.73
2012-01-06,53.42
2012-01-09,52.97
2012-01-10,53.04
2012-01-11,53.12
2012-01-12,53.24
2012-01-13,52.79
2012-01-17,53.64
2012-01-18,54.1834
2012-01-19,53.02
2012-01-20,52.51
2012-01-23,53.05
2012-01-24,52.52
2012-01-25,51.65
2012-01-26,51.72
2012-01-27,51.24
2012-01-30,51.17
2012-01-31,52.88
2012-02-01,53.61
2012-02-02,53.25
2012-02-03,52.77
2012-02-06,51.395
2012-02-07,52.13
2012-02-08,52.37
2012-02-09,53.53
2012-02-10,53.5
2012-02-13,54.24
2012-02-14,54.49
2012-02-15,54.84
2012-02-16,54.89
2012-02-17,54.86
2012-02-21,55.525
2012-02-22,55.64
2012-02-23,55.36
2012-02-24,55.745
2012-02-27,56.16
2012-02-28,55.95
2012-02-29,56.1
2012-03-01,56.1
2012-03-02,56.05
2012-03-05,56.075
2012-03-06,55.41
2012-03-07,54.73
2012-03-08,56.0338
2012-03-09,56.11
2012-03-12,55.88
2012-03-13,55.38
2012-03-14,55.87
2012-03-15,56.25
2012-03-16,55.82
2012-03-19,56.34
2012-03-20,56.03
2012-03-21,54.99
2012-03-22,54.21
2012-03-23,53.99
2012-03-26,55.1
2012-03-27,55.57
2012-03-28,55.96
2012-03-29,58.32
2012-03-30,59.43
2012-04-02,59.27
2012-04-03,59.605
2012-04-04,59.28
2012-04-05,59.19
2012-04-09,58.87
2012-04-10,58.33
2012-04-11,58.54
2012-04-12,58.62
2012-04-13,58.55
2012-04-16,58.35
2012-04-17,58.4
2012-04-18,57.7
2012-04-19,59.35
2012-04-20,59.71
2012-04-23,59.33
2012-04-24,59.2
2012-04-25,59.5
2012-04-26,58.67
2012-04-27,58.74
2012-04-30,57.48
2012-05-01,57.39
2012-05-02,57.42
2012-05-03,56.52
2012-05-04,55.731
2012-05-07,55.43
2012-05-08,55.975
2012-05-09,55.96
2012-05-10,55.855
2012-05-11,55.64
2012-05-14,55.57
2012-05-15,55.7
2012-05-16,55.29
2012-05-17,55.46
2012-05-18,55.34
2012-05-21,55.6
2012-05-22,56.63
2012-05-23,55.88
2012-05-24,56.744
2012-05-25,56.56
2012-05-29,56.25
2012-05-30,56.47
2012-05-31,56.33
2012-06-01,55.895
2012-06-04,55.35
2012-06-05,56.2
2012-06-06,57.68
2012-06-07,58.39
2012-06-08,58.39
2012-06-11,58.38
2012-06-12,58.125
2012-06-13,58.53
2012-06-14,59.38
2012-06-15,59.85
2012-06-18,59.47
2012-06-19,60.75
2012-06-20,60.23
2012-06-21,60.04
2012-06-22,59.53
2012-06-25,59.1
2012-06-26,59.16
2012-06-27,60.6
2012-06-28,60.5
2012-06-29,60.6
2012-07-02,59.31
2012-07-03,56.73
2012-07-05,56.16
2012-07-06,55.94
2012-07-09,56.66
2012-07-10,56.44
2012-07-11,56.29
2012-07-12,55.9
2012-07-13,55.55
2012-07-16,55.28
2012-07-17,56.2
2012-07-18,56.48
2012-07-19,57.5999
2012-07-20,55.83
2012-07-23,55.06
2012-07-24,55.1
2012-07-25,52.96
2012-07-26,53.35
2012-07-27,53.51
2012-07-30,53.71
2012-07-31,53.19
2012-08-01,51.92
2012-08-02,51.76
2012-08-03,52.25
2012-08-06,52.08
2012-08-07,52.78
2012-08-08,52.905
2012-08-09,52.79
2012-08-10,52.11
2012-08-13,52.0
2012-08-14,52.27
2012-08-15,52.91
2012-08-16,53.53
2012-08-17,53.64
2012-08-20,53.62
2012-08-21,53.9
2012-08-22,54.1
2012-08-23,54.35
2012-08-24,54.33
2012-08-27,54.995
2012-08-28,54.8
2012-08-29,54.97
2012-08-30,54.92
2012-08-31,55.03
2012-09-04,54.68
2012-09-05,54.93
2012-09-06,54.99
2012-09-07,55.2572
2012-09-10,55.01
2012-09-11,53.9261
2012-09-12,53.32
2012-09-13,53.97
2012-09-14,55.27
2012-09-17,54.64
2012-09-18,55.43
2012-09-19,55.32
2012-09-20,54.97
2012-09-21,56.22
2012-09-24,56.64
2012-09-25,56.4999
2012-09-26,56.75
2012-09-27,56.44
2012-09-28,55.98
2012-10-01,56.56
2012-10-02,56.89
2012-10-03,57.15
2012-10-04,58.15
2012-10-05,58.15
2012-10-08,58.29
2012-10-09,57.835
2012-10-10,57.76
2012-10-11,58.18
2012-10-12,57.75
2012-10-15,57.79
2012-10-16,57.85
2012-10-17,57.7
2012-10-18,56.43
2012-10-19,56.09
2012-10-22,56.63
2012-10-23,56.32
2012-10-24,56.67
2012-10-25,56.72
2012-10-26,56.26
2012-10-31,56.16
2012-11-01,57.09
2012-11-02,57.24
2012-11-05,56.4
2012-11-06,56.49
2012-11-07,55.4
2012-11-08,54.98
2012-11-09,54.0
2012-11-12,53.51
2012-11-13,52.98
2012-11-14,52.43
2012-11-15,51.72
2012-11-16,52.19
2012-11-19,52.91
2012-11-20,53.18
2012-11-21,53.7
2012-11-23,53.93
2012-11-26,53.61
2012-11-27,53.83
2012-11-28,53.235
2012-11-29,54.59
2012-11-30,54.88
2012-12-03,54.95
2012-12-04,54.24
2012-12-05,54.23
2012-12-06,53.9
2012-12-07,53.9
2012-12-10,54.33
2012-12-11,54.98
2012-12-12,55.82
2012-12-13,55.39
2012-12-14,54.53
2012-12-17,54.55
2012-12-18,55.34
2012-12-19,55.12
2012-12-20,55.51
2012-12-21,55.52
2012-12-24,55.05
2012-12-26,54.85
2012-12-27,54.59
2012-12-28,54.64
2012-12-31,54.26
2013-01-02,55.0
2013-01-03,53.52
2013-01-04,52.73
2013-01-07,52.33
2013-01-08,52.245
2013-01-09,52.5
2013-01-10,53.19
2013-01-11,53.4
2013-01-14,54.42
2013-01-15,53.85
2013-01-16,53.8
2013-01-17,54.53
2013-01-18,54.63
2013-01-22,56.09
2013-01-23,56.25
2013-01-24,56.44
2013-01-25,56.38
2013-01-28,56.53
2013-01-29,56.69
2013-01-30,56.44
2013-01-31,56.045
2013-02-01,55.84
2013-02-04,56.37
2013-02-05,57.83
2013-02-06,57.54
2013-02-07,57.5
2013-02-08,58.255
2013-02-11,57.71
2013-02-12,57.38
2013-02-13,57.37
2013-02-14,57.215
2013-02-15,57.495
2013-02-19,56.88
2013-02-20,56.58
2013-02-21,55.94
2013-02-22,55.41
2013-02-25,54.75
2013-02-26,53.595
2013-02-27,54.01
2013-02-28,53.96
2013-03-01,53.795
2013-03-04,53.5
2013-03-05,53.84
2013-03-06,53.94
2013-03-07,54.18
2013-03-08,54.25
2013-03-11,54.64
2013-03-12,55.0
2013-03-13,54.88
2013-03-14,54.81
2013-03-15,54.9
2013-03-18,55.47
2013-03-19,55.4
2013-03-20,55.53
2013-03-21,55.35
2013-03-22,55.3
2013-03-25,55.115
2013-03-26,55.78
2013-03-27,57.03
2013-03-28,57.31
2013-04-01,59.36
2013-04-02,63.95
2013-04-03,62.75
2013-04-04,62.5
2013-04-05,62.56
2013-04-08,62.37
2013-04-09,62.57
2013-04-10,62.6
2013-04-11,63.0
2013-04-12,63.28
2013-04-15,63.0
2013-04-16,63.0
2013-04-17,63.15
2013-04-18,60.75
2013-04-19,60.7499
2013-04-22,60.1
2013-04-23,59.66
2013-04-24,59.25
2013-04-25,59.41
2013-04-26,60.1499
2013-04-29,60.49
2013-04-30,60.38
2013-05-01,60.44
2013-05-02,60.38
2013-05-03,60.03
2013-05-06,60.73
2013-05-07,61.13
2013-05-08,62.77
2013-05-09,62.56
2013-05-10,62.99
2013-05-13,62.8
2013-05-14,62.48
2013-05-15,62.28
2013-05-16,62.35
2013-05-17,63.31
2013-05-20,62.92
2013-05-21,63.03
2013-05-22,63.27
2013-05-23,62.82
2013-05-24,62.52
2013-05-28,63.58
2013-05-29,63.55
2013-05-30,64.9
2013-05-31,64.845
2013-06-03,63.0
2013-06-04,62.99
2013-06-05,63.11
2013-06-06,61.92
2013-06-07,62.93
2013-06-10,63.9
2013-06-11,64.56
2013-06-12,64.51
2013-06-13,64.21
2013-06-14,64.45
2013-06-17,65.24
2013-06-18,65.71
2013-06-19,66.16
2013-06-20,64.82
2013-06-21,64.83
2013-06-24,65.04
2013-06-25,65.54
2013-06-26,65.06
2013-06-27,66.19
2013-06-28,66.13
2013-07-01,66.36
2013-07-02,65.66
2013-07-03,65.844
2013-07-05,66.19
2013-07-08,67.58
2013-07-09,68.449
2013-07-10,68.75
2013-07-11,68.55
2013-07-12,68.74
2013-07-15,68.19
2013-07-16,67.35
2013-07-17,67.44
2013-07-18,70.85
2013-07-19,72.09
2013-07-22,72.54
2013-07-23,72.74
2013-07-24,73.15
2013-07-25,72.62
2013-07-26,72.59
2013-07-29,72.86
2013-07-30,73.22
2013-07-31,73.66
2013-08-01,73.52
2013-08-02,73.03
2013-08-05,73.575
2013-08-06,73.37
2013-08-07,73.4
2013-08-08,73.67
2013-08-09,73.59
2013-08-12,72.59
2013-08-13,73.39
2013-08-14,73.3
2013-08-15,72.62
2013-08-16,71.98
2013-08-19,72.2046
2013-08-20,72.84
2013-08-21,72.34
2013-08-22,72.74
2013-08-23,72.72
2013-08-26,72.92
2013-08-27,72.14
2013-08-28,72.16
2013-08-29,72.83
2013-08-30,72.81
2013-09-03,72.7699
2013-09-04,73.35
2013-09-05,74.23
2013-09-06,74.79
2013-09-09,74.55
2013-09-10,74.64
2013-09-11,75.19
2013-09-12,75.5
2013-09-13,75.249
2013-09-16,75.88
2013-09-17,75.35
2013-09-18,74.19
2013-09-19,73.12
2013-09-20,71.75
2013-09-23,71.94
2013-09-24,72.94
2013-09-25,72.66
2013-09-26,72.81
2013-09-27,72.11
2013-09-30,71.67
2013-10-01,72.94
2013-10-02,72.63
2013-10-03,72.98
2013-10-04,73.135
2013-10-07,72.7
2013-10-08,72.415
2013-10-09,71.88
2013-10-10,73.97
2013-10-11,74.27
2013-10-14,74.81
2013-10-15,74.925
2013-10-16,75.49
2013-10-17,72.88
2013-10-18,71.35
2013-10-21,68.77
2013-10-22,69.634
2013-10-23,68.605
2013-10-24,68.39
2013-10-25,68.18
2013-10-28,67.7999
2013-10-29,68.145
2013-10-30,68.67
2013-10-31,68.71
2013-11-01,68.7
2013-11-04,69.26
2013-11-05,68.94
2013-11-06,71.021
2013-11-07,70.98
2013-11-08,70.53
2013-11-11,70.95
2013-11-12,70.9
2013-11-13,71.13
2013-11-14,71.6
2013-11-15,71.96
2013-11-18,72.1
2013-11-19,71.9101
2013-11-20,72.86
2013-11-21,73.68
2013-11-22,73.75
2013-11-25,74.66
2013-11-26,74.99
2013-11-27,74.93
2013-11-29,74.93
2013-12-02,74.45
2013-12-03,74.14
2013-12-04,74.41
2013-12-05,73.68
2013-12-06,73.72
2013-12-09,74.31
2013-12-10,74.41
2013-12-11,74.1
2013-12-12,72.57
2013-12-13,71.86
2013-12-16,71.38
2013-12-17,71.22
2013-12-18,72.465
2013-12-19,72.525
2013-12-20,73.73
2013-12-23,74.59
2013-12-24,74.42
2013-12-26,74.97
2013-12-27,75.32
2013-12-30,75.04
2013-12-31,75.54
2014-01-02,75.29
2014-01-03,75.76
2014-01-06,75.42
2014-01-07,77.3299
2014-01-08,76.46
2014-01-09,76.24
2014-01-10,76.3
2014-01-13,75.0
2014-01-14,74.34
2014-01-15,74.86
2014-01-16,74.33
2014-01-17,73.12
2014-01-21,73.62
2014-01-22,73.93
2014-01-23,73.69
2014-01-24,72.92
2014-01-27,72.2
2014-01-28,72.36
2014-01-29,72.96
2014-01-30,73.04
2014-01-31,72.35
2014-02-03,72.21
2014-02-04,71.0
2014-02-05,71.2
2014-02-06,71.06
2014-02-07,71.65
2014-02-10,71.07
2014-02-11,70.87
2014-02-12,71.3
2014-02-13,71.48
2014-02-14,73.84
2014-02-18,74.62
2014-02-19,74.31
2014-02-20,74.11
2014-02-21,74.1
2014-02-24,76.77
2014-02-25,76.14
2014-02-26,76.125
2014-02-27,76.41
2014-02-28,77.71
2014-03-03,77.46
2014-03-04,78.57
2014-03-05,78.5
2014-03-06,78.34
2014-03-07,78.07
2014-03-10,77.9
2014-03-11,78.45
2014-03-12,77.7
2014-03-13,78.1
2014-03-14,77.02
2014-03-17,77.02
2014-03-18,78.05
2014-03-19,80.3
2014-03-20,81.59
2014-03-21,83.32
2014-03-24,81.72
2014-03-25,82.15
2014-03-26,82.3
2014-03-27,81.9
2014-03-28,82.3499
2014-03-31,82.27
2014-04-01,83.05
2014-04-02,81.74
2014-04-03,82.35
2014-04-04,82.93
2014-04-07,81.98
2014-04-08,81.55
2014-04-09,81.56
2014-04-10,81.99
2014-04-11,79.97
2014-04-14,79.68
2014-04-15,79.72
2014-04-16,79.54
2014-04-17,76.65
2014-04-21,76.48
2014-04-22,76.19
2014-04-23,76.07
2014-04-24,77.08
2014-04-25,77.29
2014-04-28,76.58
2014-04-29,76.21
2014-04-30,76.19
2014-05-01,75.4
2014-05-02,75.33
2014-05-05,75.31
2014-05-06,75.6
2014-05-07,77.95
2014-05-08,78.06
2014-05-09,77.3
2014-05-12,78.02
2014-05-13,78.22
2014-05-14,78.05
2014-05-15,77.32
2014-05-16,76.67
2014-05-19,77.23
2014-05-20,77.4
2014-05-21,77.88
2014-05-22,78.63
2014-05-23,79.0
2014-05-27,79.33
2014-05-28,79.21
2014-05-29,79.425
2014-05-30,79.74
2014-06-02,79.93
2014-06-03,80.18
2014-06-04,80.57
2014-06-05,80.75
2014-06-06,80.32
2014-06-09,80.25
2014-06-10,79.995
2014-06-11,80.34
2014-06-12,80.0
2014-06-13,79.37
2014-06-16,79.21
2014-06-17,78.25
2014-06-18,79.37
2014-06-19,80.79
2014-06-20,81.485
2014-06-23,81.65
2014-06-24,82.385
2014-06-25,82.38
2014-06-26,82.48
2014-06-27,82.11
2014-06-30,82.54
2014-07-01,82.35
2014-07-02,82.52
2014-07-03,83.47
2014-07-07,83.1
2014-07-08,82.07
2014-07-09,82.75
2014-07-10,82.51
2014-07-11,83.13
2014-07-14,84.69
2014-07-15,84.74
2014-07-16,84.13
2014-07-17,87.24
2014-07-18,85.78
2014-07-21,85.29
2014-07-22,86.76
2014-07-23,86.545
2014-07-24,86.33
2014-07-25,85.01
2014-07-28,85.9
2014-07-29,85.56
2014-07-30,84.87
2014-07-31,82.18
2014-08-01,82.07
2014-08-04,82.53
2014-08-05,82.53
2014-08-06,82.1199
2014-08-07,81.09
2014-08-08,80.19
2014-08-11,80.65
2014-08-12,80.39
2014-08-13,81.67
2014-08-14,82.07
2014-08-15,82.28
2014-08-18,82.48
2014-08-19,83.76
2014-08-20,83.75
2014-08-21,84.1
2014-08-22,84.0
2014-08-25,84.75
2014-08-26,85.34
2014-08-27,86.97
2014-08-28,87.0
2014-08-29,87.23
2014-09-02,87.22
2014-09-03,87.35
2014-09-04,88.45
2014-09-05,87.8
2014-09-08,88.0
2014-09-09,88.85
2014-09-10,88.5
2014-09-11,87.12
2014-09-12,87.24
2014-09-15,86.82
2014-09-16,87.37
2014-09-17,87.5597
2014-09-18,87.97
2014-09-19,88.72
2014-09-22,88.44
2014-09-23,87.69
2014-09-24,88.46
2014-09-25,88.0
2014-09-26,86.97
2014-09-29,86.95
2014-09-30,87.08
2014-10-01,86.26
2014-10-02,85.27
2014-10-03,86.28
2014-10-06,86.945
2014-10-07,85.13
2014-10-08,86.84
2014-10-09,86.55
2014-10-10,86.82
2014-10-13,85.95
2014-10-14,84.57
2014-10-15,82.98
2014-10-16,86.7
2014-10-17,88.81
2014-10-20,88.84
2014-10-21,91.08
2014-10-22,91.44
2014-10-23,91.28
2014-10-24,91.7
2014-10-27,92.28
2014-10-28,92.78
2014-10-29,93.68
2014-10-30,94.04
2014-10-31,95.67
2014-11-03,95.665
2014-11-04,95.6
2014-11-05,96.01
2014-11-06,96.64
2014-11-07,95.72
2014-11-10,95.0
2014-11-11,95.75
2014-11-12,95.97
2014-11-13,96.74
2014-11-14,96.12
2014-11-17,96.69
2014-11-18,98.61
2014-11-19,98.41
2014-11-20,96.85
2014-11-21,98.04
2014-11-24,97.29
2014-11-25,98.14
2014-11-26,98.74
2014-11-28,99.42
2014-12-01,99.829
2014-12-02,100.0
2014-12-03,101.33
2014-12-04,100.93
2014-12-05,100.71
2014-12-08,100.9
2014-12-09,101.09
2014-12-10,101.02
2014-12-11,100.67
2014-12-12,100.41
2014-12-15,99.75
2014-12-16,98.78
2014-12-17,99.75
2014-12-18,102.26
2014-12-19,104.0
2014-12-22,103.24
2014-12-23,103.93
2014-12-24,103.32
2014-12-26,103.0
2014-12-29,103.01
2014-12-30,103.06
2014-12-31,103.68
2015-01-02,102.62
2015-01-05,100.45
2015-01-06,100.14
2015-01-07,100.3
2015-01-08,104.9825
2015-01-09,104.63
2015-01-12,104.0
2015-01-13,105.6
2015-01-14,103.48
2015-01-15,104.59
2015-01-16,106.0
